reviewText,rating,summary,review_sentiment,summary_sentiment,hallucination,hal_score
Perfect fit!,5,Great!,POSITIVE,POSITIVE,entailment,0.5852730870246887
Muy bien.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8184499144554138
"I bought two pairs of pants in these exact size 6 months ago and they fit great, but ripped very quickly.  Order the EXACT size and they are way too small. Of course I washed them, so now not only are these pants low quality and inconsistent sizes,  but I also cannot return them. Thanks Levis!",2,Quality and Sizes are Terrible,NEGATIVE,NEGATIVE,contradiction,0.4325546324253082
I cannot fathom who would prefer button flys over zipper so I did not even think to check the description for it.,1,Button flys are an abombination,NEGATIVE,NEGATIVE,neutral,0.8809118270874023
Great jeans. Great fit. Great price.,5,501,POSITIVE,POSITIVE,neutral,0.9565427303314209
I have worn Levi's 501's since about 1948.  Over the last 10 years I have had to drive to a store 80 miles away.  They would order them for me and they came in the mail.  I have dreaded that 80 mile trip.  I got the inspiration to check on Amazon.com and there they were!  The rest is history!,5,I'm back in the game!,NEGATIVE,POSITIVE,neutral,0.9740087985992432
"Great pants, fit really well",5,Five Stars,POSITIVE,POSITIVE,neutral,0.9422992467880249
Great choice,5,Five Stars,POSITIVE,POSITIVE,neutral,0.890105128288269
"hello, yes, unfortunately I ordered jeans very small.",4,Four Stars,NEGATIVE,POSITIVE,contradiction,0.49253049492836
love my 501's,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9371235370635986
Cotton denim is not as thick. Traditional double roll hem is replaced by single. Double stitching missing. Wear faster. Holes within 4 months vs a year.,3,Not traditional 501's,NEGATIVE,NEGATIVE,contradiction,0.6232662200927734
"No surprises, just good old 501 jeans...",5,just good old 501 jeans,NEGATIVE,POSITIVE,neutral,0.7393873929977417
Excellent,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8514291048049927
"My husband is really ""picky"" about his 501 jeans.  He was pleased with everything about them!  When he's happy, I'm happy!  Thanks, Scooter Ploeger",5,He was pleased with everything about them,POSITIVE,POSITIVE,entailment,0.5829694271087646
Exactly what i wanted. Thank you.,4,Four Stars,POSITIVE,POSITIVE,neutral,0.8768002986907959
I only wear levis. They always fit perfectly.  I got a black pair a while back and got the shrink to fit and become almost to tight after washing them but still fit. Love levis.  There the best fitting jeans I have ever worn.,5,Love levis. There the best fitting jeans I have ...,POSITIVE,POSITIVE,entailment,0.8051079511642456
Great!,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8449100852012634
perfect,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8144450187683105
"Exactly what i expected, im very pleased",5,Five Stars,POSITIVE,POSITIVE,neutral,0.7936158776283264
Great pants cheap price fast delivery no complaints. Will buy more as soon as possible.,5,Levis 501 pants,NEGATIVE,POSITIVE,neutral,0.9902986288070679
Very nice jeans,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8368251323699951
Good fit and nice looking pair of jeans,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9505196809768677
These are great well made pants.  The fit for me is that the waist was a little tight compared to other pants and the length was a little too long so order accordingly.  The return process is painless though if you don't.,5,Very Nice,POSITIVE,POSITIVE,neutral,0.7957867980003357
They were great jeans but had to return...they were button and he wanted zipper.,5,Five Stars,NEGATIVE,POSITIVE,neutral,0.8088527917861938
Great!,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8449100852012634
The fit is perfect and the look is great. I will definitely buy more from this site!!!,5,Only place to shop for jeans,POSITIVE,NEGATIVE,neutral,0.9895976185798645
Levi 501 is all my husband will wear. Couldn't find anywhere but here.,5,Five Stars,NEGATIVE,POSITIVE,neutral,0.8417282104492188
liked them,4,Four Stars,POSITIVE,POSITIVE,neutral,0.9001017212867737
Great Levi fit. Same as they have been for years. Can count on Levi for a good jean. Holding up well to my husband's work.,5,Great Levi fit,POSITIVE,POSITIVE,neutral,0.7361206412315369
Just right for price,5,Jeans,POSITIVE,POSITIVE,neutral,0.8365557789802551
Its fits. Ery well he'll liked it,4,Ery well he'll liked,POSITIVE,POSITIVE,entailment,0.912676215171814
Can't beat Levi's for long and comfortable wearing. Good quality too!,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9915976524353027
Quality jeans fit well,4,Jeans,POSITIVE,POSITIVE,neutral,0.6097833514213562
Perfect product outstanding shipping.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9626358151435852
I ordered 505 jeans not 501s I returned both pairs very disappointed in the order I made it very plain what I wanted,1,Wrong jeans,NEGATIVE,NEGATIVE,entailment,0.8529596328735352
My son has to get used to a button fly. Could be a little longer. But classic Levi's!,5,classic levi's,POSITIVE,POSITIVE,neutral,0.656646192073822
"As expected, fair price.",5,Five Stars,POSITIVE,POSITIVE,neutral,0.9502149820327759
Horrible mismarked size!!!!!! Also button fly and was not advertised as button fly!!!! Seems like  what's being sold are the styles that did not sell well in stores,1,Not true to size,NEGATIVE,NEGATIVE,neutral,0.7342396378517151
NOTHING beats Levi's 501 jeans! I just bought the wrong size :-(,5,Hey...They're 501's! What more do you want?,NEGATIVE,POSITIVE,contradiction,0.43247562646865845
"Great jeans, great fit.",5,Five Stars,POSITIVE,POSITIVE,neutral,0.9304419755935669
Nice pants.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.6988813281059265
yep,3,Three Stars,POSITIVE,POSITIVE,neutral,0.9141551852226257
"I bought these for my 17 year old son, who's tall and slender. Ordered 29x34 and was worried that they might be too baggy in the legs, but they fit perfectly. The only ""surprise"" was that I'd forgotten 501s are button-fly, and he'd never seen that before. But we had a good laugh and I'm sure he'll get plenty of use out of them.",4,"Great fit, appearance, and value.",POSITIVE,POSITIVE,neutral,0.6636490225791931
"I've ordered a few times from Amazon, they fit perfect every time",5,they fit perfect every,POSITIVE,POSITIVE,entailment,0.7561812996864319
"That jeans Levi's that I bought is original ??
Note that the label does not have the brand and the item has arrived without the printed advertisements.
I bought 5 additional jeans and all Ok, but with this one, I'm disappointed. I am interested in having an opinion of Levi's",4,I'm disappointed. I am interested in having an opinion of,NEGATIVE,NEGATIVE,entailment,0.9255203008651733
too large and black dye came out in the wash turning everything grey.,1,too large and black dye came out in the wash turning everything grey.,NEGATIVE,NEGATIVE,entailment,0.9635649919509888
Did not like the finish; a little rougher that I remembered this color.,4,Finish not exactly as expected.,NEGATIVE,NEGATIVE,entailment,0.899147093296051
excelent,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8588744401931763
Right!,5,Five Stars,POSITIVE,POSITIVE,neutral,0.7772125601768494
"Everything as ordered.  Right size, right fit.  Super fast delivery.",5,Exactly as ordered.,POSITIVE,POSITIVE,entailment,0.8184154033660889
"Size ran small on this pair of jeans, the last pair I bought fit great but I can't get these buttoned, I don't know why, considering I have lost some weight since I got the pair, these should have fit.",2,Better order a size bigger than you think you need,NEGATIVE,POSITIVE,neutral,0.9915668368339539
My husband has been wearing Levis for years. First time buying Levis at Amazon and it fit as expected.,4,My husband has been wearing Levis for years. First ...,POSITIVE,POSITIVE,entailment,0.9868468642234802
"These are the real thing, and fit as expected. The denim is thick, new Levis style denim... The same as you would get in a good department store. Just ordered another pair!",5,The same as you would get in a good department store,POSITIVE,POSITIVE,neutral,0.9691548347473145
Excelente servicio. Buen producto.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9085894227027893
They are soft and comfortable first time on!,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9425062537193298
"I bought these Jeans in August and by October, they had ripped in the crotch on both sides of the seams beyond repair. I also didn't really care for the button flap instead of the zipper one, but I could live with it. I either overlooked that in the description or it wasn't there. My biggest complaint is that they didn't hold up  esp since jeans aren't cheap and I have other jeans that hold up much better and longer then these did.",1,My biggest complaint is that they didn't hold up esp since jeans aren't cheap and I have other jeans that hold up much better and longer then these did,NEGATIVE,NEGATIVE,entailment,0.9422900676727295
"I'll always like the cut on traditional Levi's 501's, but I miss the heavy denim from 30 yrs ago. The thin denim on the modern version on this classic jean is just nowhere near what is used to be.",3,"Love 501's, but miss the originals",NEGATIVE,NEGATIVE,entailment,0.9734810590744019
Whats not to like about traditional 501 button fly!,5,Lifelong favorite.,POSITIVE,POSITIVE,neutral,0.9613845348358154
Arrived on time fit well.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9544737339019775
"My husbands preferred jeans, fit him perfectly and just the right color.",5,Just right Levi's,POSITIVE,POSITIVE,neutral,0.9634264707565308
Buttons take time to get use to,4,Four Stars,NEGATIVE,POSITIVE,neutral,0.7554261684417725
Love em!!!,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8455309271812439
Levi has become my favorite brand of jeans recently. Love how they fit and they come in different styles and colors. Wish I cared about them earlier and realized how good they were.,5,Love these pants!,POSITIVE,POSITIVE,entailment,0.5088399648666382
"Perfect fit, Very happy with them",5,Levis are Perfect,POSITIVE,POSITIVE,neutral,0.9181498289108276
That's a good for all of season,4,Four Stars,POSITIVE,POSITIVE,neutral,0.937962532043457
"Been wearing 501s for 40yrs, still the same quality",4,Still the same after all these years,NEGATIVE,POSITIVE,entailment,0.9790223240852356
Somewhat small,3,Three Stars,NEGATIVE,POSITIVE,neutral,0.7325260043144226
Price for quality...can not be beat!,5,Five Stars,POSITIVE,POSITIVE,neutral,0.945502758026123
quality leaves something to be desired but is acceptable.  Levi is a shadow of what they once were.,3,Three Stars,NEGATIVE,POSITIVE,neutral,0.7196818590164185
Product material seems softer than usual. That's good.,5,That's good.,POSITIVE,POSITIVE,neutral,0.6849515438079834
"I wish I could return them they have never been worn. I didn't realize that they had buttons instead of a zipper, but them for someone who cant use his hands! He is handicap.",1,I wish I could return them they have never been ...,NEGATIVE,NEGATIVE,entailment,0.9074938297271729
These were always my husbands favorite jeans. He is so happy with his new pair,5,Old Faithfuls,POSITIVE,POSITIVE,neutral,0.9716084599494934
Very nice jeans. Fit and quality is great.,4,Four Stars,POSITIVE,POSITIVE,neutral,0.950315535068512
I LOVE these jeans.  I've been wearing Levis for as long as I can remember and I will continue to do so.  This is an American brand that NEEDS to be made once again in America but the Levis quality is consistent and I know these jeans will last for years.,5,Great jeans.  Always were and will always be.,POSITIVE,POSITIVE,entailment,0.544773519039154
Perfect like always.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8339532613754272
"Had a spot on them, but it washed out",4,Four Stars,NEGATIVE,POSITIVE,neutral,0.5688222050666809
"I wondered why the clothing company had decided to use a button fly instead of a zipper fly. Zipper Is the kind of levis Jeans l would asked for. Here in My Country ( Honduras) button fly Is just Only for Women.

I think the next time i Will purcharse another Brand with Zipper for Mens jeans Pants.",1,Miguel Nolasco,NEGATIVE,POSITIVE,neutral,0.9854670763015747
Great jeans at great price!,5,Levi 501s,POSITIVE,POSITIVE,neutral,0.7271074056625366
Perfection!,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8844425082206726
Levi is quality and liked!!  Little to large but will accommodate by eating more!!,4,Levis is great product,POSITIVE,POSITIVE,entailment,0.6832181215286255
Son was very pleased with fit & quality of these jeans.,5,Nice Jeans,POSITIVE,POSITIVE,entailment,0.5479738712310791
Good pair of comfortable pants.,4,Good Levis,POSITIVE,POSITIVE,neutral,0.9566245079040527
FAKE!!!,1,FAKE... Not REAL LEVI,NEGATIVE,NEGATIVE,neutral,0.768139123916626
Good,4,Four Stars,POSITIVE,POSITIVE,neutral,0.7876322269439697
"Excellent wash, color and cut. Nice for a more formal pair of jeans for work and evening.",5,Five Stars,POSITIVE,POSITIVE,neutral,0.9724860191345215
great price for Levi's - no different than what you buy off the shelf except for the price,5,Great price,NEGATIVE,POSITIVE,entailment,0.6127260327339172
I love the style and the fit. My only gripe was the fly; I didn't know it was a button fly until I got it. But thats not an issue anymore as im used to it. Overall great pair of jeans.,4,Love it!,POSITIVE,POSITIVE,neutral,0.5343896150588989
OK,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8378955721855164
"Levis 501 jeans have been my casual wear since I was in high school.  I am now retired and they still  look good, feel good, and  last forever.",5,Never give up on a good thing,POSITIVE,NEGATIVE,neutral,0.9858317375183105
"I will be buying more really soon. Matter of fact, I will start doing all my clothes shopping on Amazon.",5,I will be buying more really soon.,NEGATIVE,POSITIVE,entailment,0.9472643136978149
Great jeans.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.773077130317688
Levi quality is not good. I have 2 pairs that I purchased 20 yrs ago and they are thicker material and made better than the 5 I just wasted money on.,2,Levi quality is not good. I have 2 pairs that I purchased 20 ...,NEGATIVE,NEGATIVE,entailment,0.9584730863571167
"Just I needed. I am happy.
Thank you very much.",5,I am happy. Thank you very much,POSITIVE,POSITIVE,entailment,0.9886617660522461
My favorite go to jeans !,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8926701545715332
"Didn't fit well at all, returned them.  Got Lee Jean's and they fit great.",2,Didn't fit well,POSITIVE,NEGATIVE,contradiction,0.8321155309677124
fits,5,Levi 501s fit like...Levi 501s,POSITIVE,POSITIVE,entailment,0.8159120678901672
Just like the old 501's I used buy.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8103847503662109
Been wearing Levi 501 for many years. Consistent quality and fit.,4,Four Stars,POSITIVE,POSITIVE,neutral,0.9940792322158813
I have not had a pair of 501s in years but I can say they fit just like old times.,5,... in years but I can say they fit just like old times,POSITIVE,POSITIVE,entailment,0.9844106435775757
good quality,5,Five Stars,POSITIVE,POSITIVE,neutral,0.83255934715271
excellent,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8433024883270264
"Still unsure if these are authentic , tags  and work seems legit aside from that material is very rough... who knows it might losen and soften up after a couple washes",3,"Still unsure if these are authentic, tags and work ...",NEGATIVE,NEGATIVE,entailment,0.9395089745521545
Little tight around the thighs,3,Three Stars,POSITIVE,POSITIVE,contradiction,0.508971631526947
Fit like a glove. Half price of chain stores.,5,Five Stars,NEGATIVE,POSITIVE,neutral,0.9156613349914551
"Timeless, high quality product. My own shape has changed over the years but the fit of Levis 501 jeans has been great at every point. A classic that must be part of every wardrobe.

I have bought my blue jeans from Amazon for the past 4 years and always been perfectly satisfied.",5,My own shape has changed over the years but the fit of Levis 501 jeans has been great at every point,POSITIVE,POSITIVE,neutral,0.9982420206069946
Pants fit great. Just as expected. I forget they came with a button fly. I sure miss the zipper,5,Pants fit great. Just as expected,NEGATIVE,POSITIVE,contradiction,0.4927859306335449
I love levi's pants,5,old blue,POSITIVE,NEGATIVE,neutral,0.8399345874786377
i've been using 35/32 Levi's for years now. this was too large not only in waist but length too.,2,Two Stars,NEGATIVE,POSITIVE,contradiction,0.7688565850257874
like yhe fit,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8911068439483643
Forgot that 501s are button fly.  But they fit great.  Levis have always been good jeans when I bought them.,4,Great jeans,POSITIVE,POSITIVE,entailment,0.6098535060882568
American Classic Jeans. Great quality and great style. Very happy with this purchase and seller.,5,Great quality and great style,POSITIVE,POSITIVE,neutral,0.5028100609779358
good. The tack is written in Korean.,4,Four Stars,POSITIVE,POSITIVE,neutral,0.6732174158096313
Fresh! Like it.,5,Fresh!,POSITIVE,POSITIVE,entailment,0.6971465349197388
"Cant help but wonder if either Ive shrunk (not likely) or if maybe somebody at Levis is fudging some sizing numbers to help people not feel quite so bad about ordering a size 34. Theyre fine for winter-wear  I can wear long underweark and tuck in a heavy winter shirt, and still have some moving-around space.  But theres no getting away going without a stout belt.",4,... sizing numbers to help people not feel quite so bad about ordering a size 34,NEGATIVE,NEGATIVE,neutral,0.38102009892463684
Dried on high heat and they didn't shrink at all. LOVE THAT. That's how clothes should be.,5,LOVE THAT. That's how clothes should be,POSITIVE,POSITIVE,entailment,0.8209510445594788
awesome fit,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8843984603881836
"pants were just fine, Just too large",4,Four Stars,POSITIVE,POSITIVE,neutral,0.6786771416664124
We're not original fit,1,One Star,NEGATIVE,NEGATIVE,neutral,0.8256673216819763
Como siempre el modelo 501,4,Four Stars,POSITIVE,POSITIVE,neutral,0.7311785817146301
The  Pants are too small how can I return this pants.,1,The Pants are too small how can I return this ...,NEGATIVE,NEGATIVE,entailment,0.977942168712616
Good.,4,Four Stars,POSITIVE,POSITIVE,neutral,0.7134366035461426
I love my Levi's,5,SWEET!,POSITIVE,POSITIVE,neutral,0.7917072772979736
"Purchase a pair a different supplier, and they fit just fine. Both are via Amazon.",2,"Levi's 501 have different thread additives, and will make jeans fit differently.",POSITIVE,POSITIVE,neutral,0.9822362661361694
Easy buy,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8867597579956055
Not happy... too small and they r button fly!!!!  Wish I could give zero stars!!!!!,1,One Star,NEGATIVE,NEGATIVE,contradiction,0.8070203065872192
"Well these pants are a far cry from the 501's that I remember ! The weight of the material is thin, the button fly is not likeily to last long before needing repair, and the top of the front pockets are so light in material weight that they curl. I'm disappointed and will not buy again. I'll likley go back to the Duluth Trading ball room jeans...",2,Well these pants are a far cry from the 501's that I remember !,NEGATIVE,NEGATIVE,neutral,0.5864304900169373
"Could be 5 star if they reinforced the knees.
But then, if they did, they would last.
Theyre in business to keep making money, NOT helping poor hard workers.",2,FAKE QUALITY,NEGATIVE,NEGATIVE,neutral,0.5228742361068726
"Levi's ain't what they used to be, but I am happy with this purchase.",4,but I am happy with this purchase,POSITIVE,POSITIVE,entailment,0.7478287816047668
"I ordered a 32 inch length. When I tried them on, they were too short.  The label on the Levis showed a 32 inch length but it was wrong.  Measured the inseam with a tape measure and the pants are a whole inch shorter.  Did not return them as I am too ill to get to the UPS store.  Amazon sure has disappointed me again!!!!",1,Amazon sure has disappointed me again,NEGATIVE,NEGATIVE,neutral,0.8057277202606201
early I normally got 36x31in the original shrink to fit so these are just a little bit large but they'll be fine,3,early I normally got 36x31in the original shrink to fit ...,POSITIVE,NEGATIVE,neutral,0.9170051217079163
A pair of Levi's will always be exactly that. Good quality Jeans that fit exactly as advertised.,5,Good quality Jeans that fit exactly as advertised,POSITIVE,POSITIVE,entailment,0.8950647711753845
they're levis they fit what else can i say???,5,Five Stars,NEGATIVE,POSITIVE,neutral,0.8686922788619995
Love the buttons! Great looking and very comfortable!,5,Nice!,POSITIVE,POSITIVE,entailment,0.702950656414032
You cannot be wrong with levi's,5,Great product,POSITIVE,POSITIVE,neutral,0.8209217190742493
Excellant jeans!,5,Lahootz,POSITIVE,NEGATIVE,neutral,0.641925036907196
"This is Reshma's husband. These jeans fit OK, but the button fly button holes were frayed, causing the buttons to keep coming undone. I don't like looking down to see my fly open all the time. I never had this problem with jeans I bought at he department store.",2,Quality problem,NEGATIVE,NEGATIVE,neutral,0.8240523934364319
"perfect fit,,,,saved a trip to the store!",5,Five Stars,POSITIVE,POSITIVE,neutral,0.9346699714660645
Always love 501's.  Didn't know I could get them in White until now.  Love them,5,Always love 501's. Didn't know I could get them in ...,POSITIVE,POSITIVE,entailment,0.9631164073944092
"Definitely not what they use to be!  Soon as I took them out of the package I noticed that they weren't the same as what they used to be. Quality is not the same. When I tried them on, the thighs were so skinny that you couldn't even pull them up. You would have to have bird legs to get into them. Im returning them. Start making them in the USA again!",1,Definitely not what they use to be! Soon as ...,NEGATIVE,NEGATIVE,neutral,0.680288553237915
"No difference than the product I bought in California outlet store back in 2013. The only difference are the tickets inside of the pants which are also says made in Mexico, but backwards is mostly in Chinese. And a wrong stitching on the first fly buttons, which could probably be a design change. Well worthed every penny for this price. Good fabric and same size. Here is my old and new comparison, which is not every getting older at all and the new one in photos for you.",5,Photos explain everything here are 2013 vs 2017 product. I am the lucky one.,NEGATIVE,POSITIVE,neutral,0.931684136390686
love them,5,love them,POSITIVE,POSITIVE,neutral,0.7880383133888245
"Quick delivery, good price, fits as expected.",5,"good price, fits as expected",POSITIVE,POSITIVE,entailment,0.9102256894111633
Great jeans.  Only thing is that they are not as thick as in the past.  Fit great and are well made,5,501's,POSITIVE,POSITIVE,neutral,0.972764253616333
My husband says these are not the product advertise and he has been buying this style for fifty plus years.,2,My husband says these are not the product advertise and ...,NEGATIVE,NEGATIVE,entailment,0.927096962928772
Great jeans love them,5,Comfort and quality,POSITIVE,POSITIVE,entailment,0.7115404605865479
"After decades of wearing the same size 501s Levis decided to change the cut. Now they are baggy, disgusting and Im furious.
How could they do this?????",1,Really Ticked Off,NEGATIVE,NEGATIVE,neutral,0.6076568365097046
Everything is correct,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8996680974960327
Terrific Fit Thank you very much!!,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8827702403068542
Jeans fit too short i should have got a 34 length i normally get 32 length and it goes great but these jeans are too short i have them to salvation army,2,... length i normally get 32 length and it goes great but these jeans are too short i have them ...,NEGATIVE,NEGATIVE,entailment,0.6580588817596436
Perfect fit. Looks great. Exactly what I exoected.,5,Perfect,POSITIVE,POSITIVE,entailment,0.524630606174469
"Too long. I ordered 29 length, said 29, were 30. Gave them away. Afraid to buy on-line now. Guess I need to try on.",1,"Too long. I ordered 29 length, said 29 ...",NEGATIVE,NEGATIVE,entailment,0.9370275735855103
"It was probably my fault, but I didn't realize these had a button fly. I returned them.",3,Button Fly,NEGATIVE,POSITIVE,neutral,0.5050109028816223
Excellent!,5,Five Stars,POSITIVE,POSITIVE,neutral,0.841072142124176
"Usually I purchase 517 Bootcut, this was the first pair of 501s that I have purchased, very pleaseed.",5,Five Stars,POSITIVE,POSITIVE,neutral,0.5089793801307678
Always the best,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9632737636566162
Gotta luv the Levi's,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8733007907867432
Excellent item....,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8670569062232971
Fit perfectly - Levi's are always reliable,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9441057443618774
Was good as it was ordered,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9122885465621948
My husband loves them.,5,Loves it.,POSITIVE,POSITIVE,entailment,0.7391531467437744
Best pant Ive ever owned,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9272593259811401
Fabric seems lighter than I remember.,4,Four Stars,POSITIVE,POSITIVE,neutral,0.8386908173561096
Great,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8788294196128845
"perfect, just wish this cut of jeans came with a zipper",4,Four Stars,POSITIVE,POSITIVE,neutral,0.8649525046348572
Little small but I guess I just had to lose some weight :-),4,Four Stars,NEGATIVE,POSITIVE,neutral,0.6426944732666016
Good price. Fast delivery. Always have the size you  need.,5,Way to buy,POSITIVE,POSITIVE,neutral,0.8924875259399414
"Note that it is a button fly, not zipper.",5,Five Stars,POSITIVE,POSITIVE,neutral,0.7391315698623657
excellent as it is in the publication,5,Five Stars,POSITIVE,POSITIVE,neutral,0.963750958442688
"levis quality as usual, wonderful",5,Five Stars,POSITIVE,POSITIVE,neutral,0.8727414011955261
"Length is a good 2"" longer than previous same Levi's jean of same size.",2,Two Stars,POSITIVE,POSITIVE,neutral,0.9740474820137024
"The product is way smaller than previous Levi's I have purchased. I would like to return, however, there is no return option on this order. Disappointed this time. Normally, very satisfied with the service",1,Too Small - Would like to return,NEGATIVE,NEGATIVE,entailment,0.9097956418991089
"These are my ""go to"" jeans.  I just wish I didn't have to buy ones with larger waists.....",5,Five Stars,NEGATIVE,POSITIVE,neutral,0.9183040261268616
Pleased with product and prompt service,5,Very satisfied,POSITIVE,POSITIVE,neutral,0.629409909248352
Very nice color thank you,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8970131874084473
Excellent,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8514291048049927
"Quick delivery, fit well, very reasonable price. Thank you.",5,Very pleased with whole transaction.,POSITIVE,POSITIVE,neutral,0.8652762770652771
fits great,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8957780003547668
What more can you say about a classic?,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8310562968254089
"Tooo tight, too small for it's size.",3,Much more tight than expected.,NEGATIVE,POSITIVE,neutral,0.757091760635376
Right color fit perfect just what I order,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9764413833618164
"These pants are great, exact fit, nice looking!",5,Size is on the mark!,POSITIVE,POSITIVE,neutral,0.5295928120613098
My son has worn only these jeans for many years because of the perfect fit for him. He likes the button fly  and everything about them,5,Son loves these only,POSITIVE,POSITIVE,entailment,0.6216837763786316
"during the month I bought two pants of the same size. Beige and black. The beige is absolutely OK, black tighter. It does not matter I'm trying to lose weight :-)",4,during the month I bought two pants of the same ...,POSITIVE,NEGATIVE,entailment,0.5835775136947632
"Extremely happy with this purchase! I can't always find my size in the style and color I prefer, and never thought to try ordering online before.  These are perfect,  so I may never buy another pair of Levi's in a store again!",5,Exactly Right.,POSITIVE,POSITIVE,neutral,0.5933255553245544
Third pair purchased,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8642052412033081
Nice jeans,5,Good fit,POSITIVE,POSITIVE,neutral,0.9261361956596375
Very good,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8248053789138794
Great Value. quick shipment. Good quality.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.731212317943573
he likes the fit,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9478316903114319
"Perfect size, perfect price and thank u!",5,Five Stars,POSITIVE,POSITIVE,neutral,0.9474504590034485
Legs are to long I have some older 501 same size and the leg length are just right,2,Two Stars,POSITIVE,POSITIVE,contradiction,0.9858472943305969
"Arrived earlier then promised, fits great.",5,fits great.,POSITIVE,POSITIVE,neutral,0.9424874782562256
very nice,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8625971674919128
"I prefer the 501's over the 501, but these fit and I heve to wear a belt.",3,Three Stars,NEGATIVE,POSITIVE,neutral,0.7577824592590332
I did not like these jeans,1,One Star,NEGATIVE,NEGATIVE,neutral,0.88743656873703
Thanks,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8773425221443176
"501's used to come so stiff due the thickness of the fabric you had to wash them 20 times to get them to loosen up so yer legs could bend.  These showed up like I'd already had 'em for a year.  The waist is fine but I ordered a 36 inch inseam which is exactly what the rear hip label says.  However, that isn't the case.  The inseam seemed a little short as my other 36"" inseam Levis are much longer...you guessed it...I measured the inseam...33 1/2"".  Now that's OK because they'll work with sneaks or boat shoes. but too short for boots.  I realize what I got sent DID state they were the correct size.  I'd order another pair but I need to know I'll get the correct length.  How do we make that happen?  I'm not convinced the Chinese care too much about accuracy here.",4,These showed up like I'd already had 'em for a year,NEGATIVE,POSITIVE,entailment,0.4251558780670166
I bought the waist stash for a trip to Europe.  It worked great.  It fit well and was comfortable to wear.,5,It worked great. It fit well and was comfortable to wear,POSITIVE,POSITIVE,entailment,0.9821297526359558
"I bought the size 34/30 before Wrangler, but Levis have appeared to me a little big. Though under a leather belt will sit not bad. In general high quality, I recommend for purchase.",5,Though under a leather belt will sit not bad. In general high quality,POSITIVE,POSITIVE,entailment,0.8463599681854248
good fit,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9036867022514343
Husband loved them,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9567455053329468
Been wearing 501's for probably 65 years. First pair was priced approx. $4.50. Times have changed as have the material auality and the workmanship. Won't even comment on the cost.,3,Wonderful World We Live In.,NEGATIVE,POSITIVE,contradiction,0.5744705200195312
All was good.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8614686727523804
Excellent jean,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8016198873519897
Very pleased with purchase,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9104599356651306
Great jeans! My husband is very picky about the fit of jeans and these are perfect!,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9696332812309265
Just what I expected and needed. Just like when I was younger - but more expensive now.,5,As expected,POSITIVE,NEGATIVE,entailment,0.8173103928565979
LOVE MU 501's!!  Always fits as expected!,5,Great Jeans!!,POSITIVE,POSITIVE,entailment,0.48981940746307373
